Subscribers,trf,age,gndr,tenure,age_dev,dev_man,device_os_name,is_dualsim,is_featurephone,is_smartphone,simcard_type,region,call_frq_l1m,call_frq_l3m,call_frq_l6m,call_dur_l1m,call_dur_l3m,call_dur_l6m,call_dur_avg_l1m,call_dur_avg_l3m,call_dur_avg_l6m,call_onnet_frq_l1m,call_onnet_frq_l3m,call_onnet_frq_l6m,call_onnet_dur_l1m,call_onnet_dur_l3m,call_onnet_dur_l6m,call_onnet_dur_avg_l1m,call_onnet_dur_avg_l3m,call_onnet_dur_avg_l6m,call_offnet_frq_l1m,call_offnet_frq_l3m,call_offnet_frq_l6m,call_offnet_dur_l1m,call_offnet_dur_l3m,call_offnet_dur_l6m,call_offnet_dur_avg_l1m,call_offnet_dur_avg_l3m,call_offnet_dur_avg_l6m,sms_frq_l1m,sms_frq_l3m,sms_frq_l6m,data_usg_l1m,data_usg_l3m,data_usg_l6m,data_usg_avg_l3m,total_mon_val_l1m,total_mon_val_l3m,total_mon_val_l6m,refill_total_l1m,refill_total_l3m,refill_total_l6m,refill_frq_l1m,refill_frq_l3m,refill_frq_l6m,roam_mon_val_l1m,roam_mon_val_l3m,roam_mon_val_l6m,callout_total_dur,callout_total_dur_l3m,quota_daily_pack,quota_monthly_pack,quota_serbest_pack,quota_gencol_pack,data_usg_daily_pack,data_usg_serbest_pack_main,data_usg_gencol_pack,data_usg_monthly_pack,data_usg_night_hours,data_usg_unlmt_pack,data_usg_weekly_pack,data_usg_night_hours_l3m,data_usg_unlmt_pack_l3m,dpi_facebook,dpi_facebook_messaging,dpi_facebook_voip,dpi_facebook_video,dpi_instagram,dpi_linkedin,dpi_tik_tok,dpi_twitter,dpi_whatsaap,dpi_whatsaap_messaging,dpi_whatsaap_voip,dpi_youtube,dpi_microsoft_teams_l1m,dpi_telegram_l1m,dpi_telegram_voip_l1m,data_pack_rev_l1m,data_pyg_rev_l1m,data_usg_rev_l1m,data_usg_rev_l3m,data_complete_rev_l6m,call_out_offnet_rev_l1m,call_out_onnet_rev_l1m,call_out_offnet_rev_l3m,call_out_onnet_rev_l3m,call_out_offnet_rev_l6m,call_out_onnet_rev_l6m,sms_onnnet_arpu_l3m,sms_offnet_arpu_l3m,sms_onnnet_arpu_l6m,sms_offnet_arpu_l6m,susp_day_count_6m,silentdaycount
sub674,Azercellim,52,M,21,9,Samsung,Android OS,1,0,1,4G,BAKI,424.35001,424.35001,424.35001,26171.699,26171.699,26171.699,70.920502,70.920502,70.920502,34.5,34.5,34.5,1455.9,1455.9,1455.9,48.530003,48.530003,48.530003,164.45,164.45,164.45,12276.25,12276.25,12276.25,85.847504,85.847504,85.847504,826.84998,826.84998,826.84998,385.6525,385.6525,385.6525,128.55083,40.399502,40.399502,40.399502,33.349998,33.349998,33.349998,13.8,13.8,13.8,0,0,0,13732.15,13732.15,0,207,0,0,0,0,0,204.7,185.14999,159.85001,0,185.14999,159.85001,1.15,0,0,0,74.75,0,135.7,0,0,1.15,2.3,4.5999999,0,0,0,3.45,4.0710001,9.2460003,9.2460003,9.2460003,16.077,1.196,16.077,1.196,16.077,1.196,2.6334999,5.5774999,2.6334999,5.5774999,0,9.1999998
sub675,Azercellim,50,M,3488,2191,Samsung,Proprietary,1,1,0,3G,ABSHERON,1347.8,4526.3999,8113.25,53761.352,180374.05,346807.81,45.873501,45.827499,49.162498,126.5,256.45001,623.29999,6917.25,13889.7,31598.551,62.882,62.284,58.305,3.45,12.65,32.200001,60.950001,366.85001,894.70001,20.320499,33.349998,31.958502,100.05,250.7,493.35001,0,0,0,0,7.3369999,15.663,35.857002,6.9000001,16.1,34.5,2.3,6.9000001,18.4,0,0,0,6978.2002,14256.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,7.1299996,0.89699996,14.766,2.277,33.580002,0,0,0,0,85.099998,0
sub676,Azercellim,29,F,44,43,Xiaomi,Android OS,1,0,1,4G,BAKI,4.5999999,5.75,5.75,478.39999,776.25,776.25,119.6,155.25,155.25,0,0,0,0,0,0,0,0,0,0,1.15,1.15,0,297.85001,297.85001,0,297.85001,297.85001,52.900002,83.949997,83.949997,0,21.275,21.275,7.0916667,0,2.3,2.3,0,2.3,2.3,0,1.15,1.15,0,0,0,0,297.85001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.15,0,0,7.71E-09,0,7.71E-09,0,0,0,0,0,0,18.4
sub677,Azercellim,36,F,0,0,Apple,iOS,1,0,1,4G,ABSHERON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.700001,20.700001,20.700001,1.8055,1.8055,1.8055,0.60183328,1.2075,1.2075,1.2075,3.45,3.45,3.45,1.15,1.15,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23E-09,8.23E-09,0,0,0,0,0,0,0,0,0,0,0,0,33.349998
sub678,Azercellim,21,M,386,44,Xiaomi,Android OS,1,0,1,4G,BAKI,0,35.650002,35.650002,0,891.25,891.25,0,28.75,28.75,0,18.4,18.4,0,376.04999,376.04999,0,23.506001,23.506001,0,16.1,16.1,0,502.54999,502.54999,0,35.891499,35.891499,17.25,35.650002,67.849998,10.4995,10.533999,10.533999,3.5113332,4.9910002,9.6599998,12.535,2.875,6.3249998,12.075,1.15,2.3,4.5999999,0,0,0,0,878.59998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,2.1159999,2.1159999,2.1389999,2.1389999,0,0,1.035,0.736,1.035,0.736,0,0,0,0,162.14999,26.450001
sub679,Azercellim,31,F,227,177,Samsung,Android OS,1,0,1,4G,BAKI,1.15,2.3,8.0500002,41.400002,73.599998,301.29999,41.400002,36.799999,43.044502,0,0,0,0,0,0,0,0,0,0,0,4.5999999,0,0,189.75,0,0,47.4375,23,64.400002,169.05,0,0,0,0,0,2.875,9.0964994,0,5.75,13.8,0,1.15,4.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0,0,0,0,0,63.25,24.15
sub680,Azercellim,24,M,19,2,Apple,iOS,0,0,1,4G,CELILABAD,195.5,195.5,195.5,17581.199,17581.199,17581.199,103.4195,103.4195,103.4195,98.900002,98.900002,98.900002,6737.8501,6737.8501,6737.8501,78.349495,78.349495,78.349495,23,23,23,2400.05,2400.05,2400.05,120.00249,120.00249,120.00249,155.25,155.25,155.25,62096.367,62096.367,62096.367,20698.789,79.327003,79.327003,79.327003,55.200001,55.200001,55.200001,8.0500002,8.0500002,8.0500002,0,0,0,9770.4004,9770.4004,0,117760,0,0,0,0,0,60095.551,6505.5498,1996.4,0,6505.5498,1996.4,3467.25,190.89999,196.64999,36.799999,13993.2,0,19053.199,0,0,2.3,785.45001,1253.5,0.22747293,50.217369,0,65.596001,0.44849998,67.769501,67.769501,67.769501,3.105,6.6700001,3.105,6.6700001,3.105,6.6700001,0.057500001,0,0.057500001,0,0,11.5
sub681,Azercellim,38,F,233,228,Xiaomi,Android OS,1,0,1,4G,BAKI,24.15,82.800003,117.3,4245.7998,7211.6499,9145.9502,202.1815,100.165,89.665504,11.5,27.6,36.799999,3530.5,4455.1001,5239.3999,353.04999,185.633,163.737,6.9000001,33.349998,50.599998,236.89999,1124.7,1849.2,39.479504,38.778,42.032497,64.400002,165.60001,356.5,20972.859,64562.703,127675.7,21520.9,60.386497,161.989,291.82401,57.5,161,287.5,5.75,14.95,23,0,0,0,3767.3999,5579.7998,0,23552,0,0,0,0,0,20972.551,1559.4,0,0,4302.1499,0,3362.6001,8.0500002,0,150.64999,6328.4502,0,1782.5,0,0,0,64.400002,1365.05,0.021116352,566.8493,0,46,0,46,126.5,254.14999,0.48299998,2.576,2.346,3.5879998,3.7260001,4.2779999,0,0.057500001,0,0.17250001,0,0
sub682,G6,51,M,2191,730,Samsung,Android OS,1,0,1,4G,OGUZ,270.25,1016.6,1429.45,22553.801,80665.602,119464.3,95.978996,91.252495,96.105499,47.150002,208.14999,303.60001,3385.6001,15144.35,21280.75,82.570007,83.674004,80.603493,98.900002,246.10001,328.89999,7328.9502,17966.449,25335.65,85.214996,83.949997,88.584496,133.39999,385.25,594.54999,2956.6155,5454.5303,7270.6567,1818.1768,22.356001,65.308502,86.859497,24.15,70.150002,89.699997,9.1999998,26.450001,33.349998,0,0,0,10714.55,33568.5,0,0,0,3532.8,0,0,2955.5,0,105.8,0,0,224.25,0,156.39999,3.45,0,184,142.60001,0,0,0,0,0,9.1999998,1652.55,1.7317284,1.1985543,0,0,0,0,0,0,10.948001,4.2779999,28.313002,19.872002,41.193001,28.198,0.69000006,0.057500001,0.69000006,0.115,5.75,8.0500002
sub683,Azercellim,43,M,78,77,Xiaomi,Android OS,1,0,1,4G,ABSHERON,13.8,34.5,34.5,384.10001,794.65002,794.65002,32.004501,26.484501,26.484501,6.9000001,23,23,147.2,496.79999,496.79999,24.529499,24.84,24.84,2.3,2.3,2.3,139.14999,139.14999,139.14999,69.574997,69.574997,69.574997,27.6,57.5,57.5,0,0.44849998,0.44849998,0.1495,0.48299998,2.0009999,2.0009999,3.45,6.9000001,6.9000001,2.3,4.5999999,4.5999999,0,0,0,286.35001,635.95001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-10,0,0.207,0.27599999,0.207,0.64399999,0.207,0.64399999,0,0,0,0,37.950001,23
sub684,Azercellim,27,M,158,158,Nokia,Proprietary,0,1,0,4G,ABSHERON,483,1538.7,2147.05,80056.102,287199.84,487797.81,190.6125,214.64749,261.26849,28.75,78.199997,101.2,1542.15,6581.4502,7315.1499,61.686001,96.784004,83.122002,14.95,14.95,14.95,371.45001,371.45001,371.45001,28.577501,28.577501,28.577501,504.85001,1327.1,2038.95,0,0,0,0,8.7860003,20.952999,32.165501,3.45,17.25,28.75,1.15,4.5999999,9.1999998,0,0,0,1913.6,6952.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96599996,1.84,0.96599996,6.302,0.96599996,7.2220001,9.4299994,0.28749999,13.9725,0.28749999,6.9000001,1.15
sub685,Azercellim,34,M,389,387,Samsung,Android OS,1,0,1,4G,BAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.349998,138,287.5,0,0,0,0,2.875,5.75,14.375,3.45,6.9000001,17.25,1.15,2.3,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.75,28.75
sub686,Azercellim,61,M,620,508,Simcom,Proprietary,0,1,0,4G,ABSHERON,0,1.15,4.5999999,0,14.95,48.299999,0,14.95,12.075,0,0,1.15,0,0,5.75,0,0,5.75,0,0,2.3,0,0,27.6,0,0,13.8,6.9000001,25.299999,79.349998,0,0,0,0,0.17250001,0.46000001,2.0815001,5.75,17.25,34.5,1.15,3.45,6.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.046,0.46000001,0,1.8974999,0,0,31.049999
sub687,Azercellim,33,F,185,140,TCL,Android OS,0,0,1,4G,BAKI,11.5,11.5,138,685.40002,685.40002,10911.2,68.540001,68.540001,90.930496,9.1999998,9.1999998,39.099998,656.65002,656.65002,2577.1499,82.086998,82.086998,75.796501,0,0,28.75,0,0,1470.85,0,0,58.834,12.65,41.400002,132.25,0,0,80.074493,0,0.59799999,0.65549999,6.3940001,0,2.3,8.0500002,0,1.15,4.5999999,0,0,0,656.65002,656.65002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0.59799999,0,0.59799999,2.622,2.392,0,0,0,0.17250001,143.75,12.65
sub688,Azercellim,17,M,31,28,Samsung,Android OS,1,0,1,4G,BAKI,8.0500002,74.75,74.75,2285.05,11560.95,11560.95,326.439,177.85901,177.85901,1.15,14.95,14.95,71.300003,882.04999,882.04999,71.300003,67.849998,67.849998,0,13.8,13.8,0,2191.8999,2191.8999,0,182.6545,182.6545,3.45,31.049999,31.049999,0,0,0,0,0,1.15,1.15,0,1.15,1.15,0,1.15,1.15,0,0,0,71.300003,3073.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03E-09,5.86E-08,1.85E-08,5.86E-08,1.85E-08,0,0,0,0,0,27.6
sub689,Azercellim,31,M,106,105,Samsung,Android OS,1,0,1,4G,BAKI,3.45,249.55,370.29999,734.84998,25573.699,31996.449,244.95,117.85201,99.371506,0,116.15,149.5,0,13711.45,15324.9,0,135.75751,117.88651,0,92,134.55,0,7813.1001,10147.6,0,97.669502,86.733002,2.3,106.95,167.89999,0,0.068999998,0.080499999,0.023,0,25.576,28.991499,0,21.85,25.299999,0,9.1999998,11.5,0,0,0,0,21524.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057500001,0.068999998,0,0,10.833,11.454,12.7995,11.684,0.057500001,0,0.057500001,0,13.8,32.200001
sub690,Azercellim,60,M,114,114,Samsung,Android OS,1,0,1,4G,BAKI,69,149.5,170.2,5879.9502,11896.75,13756.3,98.002998,91.516998,92.943001,20.700001,60.950001,79.349998,2550.7,6314.6499,7949.9502,141.703,119.14,115.21851,21.85,35.650002,35.650002,1435.2,2214.8999,2214.8999,75.531998,71.449501,71.449501,28.75,112.7,136.85001,0.023,1177.807,1177.807,392.60236,4.3239999,20.113501,21.2635,2.3,17.25,24.15,1.15,8.0500002,11.5,0,0,0,3988.2,8664.0996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00092783,0,0,0,0,11.5,11.5,2.1389999,2.0699999,3.243,4.9680004,3.243,4.9680004,0,0,0,0,8.0500002,8.0500002
sub691,Azercellim,59,F,26,25,Xiaomi,Android OS,1,0,1,4G,ABSHERON,141.45,141.45,141.45,7664.75,7664.75,7664.75,62.318497,62.318497,62.318497,41.400002,41.400002,41.400002,2693.3,2693.3,2693.3,74.819,74.819,74.819,13.8,13.8,13.8,313.95001,313.95001,313.95001,26.1625,26.1625,26.1625,81.650002,81.650002,81.650002,156.05499,156.05499,156.05499,52.018333,4.5999999,4.5999999,4.5999999,4.5999999,4.5999999,4.5999999,4.5999999,4.5999999,4.5999999,0,0,0,3007.25,3007.25,0,575,0,0,0,0,0,155.25,0,0,0,0,0,43.700001,0,0,0,48.299999,0,0,0,0,0,0,0,0.021854449,3.7012017,0,0,0,0,0,0,0.82800001,2.622,0.82800001,2.622,0.82800001,2.622,0,0,0,0,0,9.1999998
sub692,Azercellim,38,M,20,20,Samsung,Android OS,1,0,1,4G,BAKI,41.400002,41.400002,41.400002,2800.25,2800.25,2800.25,77.785995,77.785995,77.785995,14.95,14.95,14.95,863.65002,863.65002,863.65002,66.435501,66.435501,66.435501,16.1,16.1,16.1,1286.85,1286.85,1286.85,91.919502,91.919502,91.919502,211.60001,211.60001,211.60001,2335.5811,2335.5811,2335.5811,778.52698,14.95,14.95,14.95,10.35,10.35,10.35,6.9000001,6.9000001,6.9000001,0,0,0,2653.05,2653.05,0,0,0,0,0,0,0,0,2332.2,2325.3,0,2332.2,2325.3,67.849998,0,0,0,172.5,0,0,0,0,0,0,928.04999,0,0,0,0,1.5525,9.8900003,9.8900003,9.8900003,1.587,0.92000002,1.587,0.92000002,1.587,0.92000002,0.17250001,0,0.17250001,0,0,17.25
sub693,Azercellim,33,M,163,163,Xiaomi,Android OS,1,0,1,4G,BAKI,152.95,332.35001,596.84998,14225.5,50890.949,84973.5,106.9615,176.088,163.72549,43.700001,108.1,225.39999,3942.2,18398.85,28319.9,103.7415,195.73,144.48599,1.15,6.9000001,19.549999,26.450001,372.60001,1267.3,26.450001,62.099998,74.542999,47.150002,121.9,236.89999,0,0.0115,10.1545,0.003833334,5.7384996,20.803501,31.257,3.45,12.65,24.15,2.3,8.0500002,16.1,0,0,0,3968.6499,18771.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034499999,0.034499999,0.068999998,3.5419998,0.62100005,14.398001,1.3800001,22.540001,0.057500001,0,0.17250001,0.057500001,52.900002,2.3
sub694,Azercellim,44,M,708,159,Samsung,Android OS,1,0,1,4G,BAKI,27.6,89.699997,151.8,5079.5498,13327.35,21553.301,211.646,170.867,163.27699,5.75,13.8,21.85,419.75,1459.35,1576.65,83.949997,121.6125,82.984001,1.15,5.75,5.75,334.64999,1160.35,1160.35,334.64999,232.07001,232.07001,14.95,64.400002,118.45,1.127,32.809502,66.884003,10.936501,0.759,3.6570001,10.867499,1.15,3.45,5.75,1.15,3.45,5.75,0,0,0,754.40002,2619.7,0,0,0,0,0,0,0,0,0,0,0,8.0500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005548334,0,0,0,0,0,1.035,7.9235001,0.34500003,0.414,1.311,1.288,1.311,1.61,0,0,0,0,173.64999,6.9000001
sub695,Azercellim,81,F,35,1,Xiaomi,Android OS,1,0,1,4G,GOYCAY,5.75,67.849998,67.849998,822.25,3846.75,3846.75,164.45,65.193497,65.193497,0,12.65,12.65,0,702.65002,702.65002,0,63.8825,63.8825,0,1.15,1.15,0,13.8,13.8,0,13.8,13.8,8.0500002,85.099998,85.099998,0,7.2450004,7.2450004,2.415,0,3.45,3.45,0,3.45,3.45,0,1.15,1.15,0,0,0,0,716.45001,0,0,0,0,0,0,0,0,0,0,0,6.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,1.449,0,0,0.068999998,0.78200001,0.068999998,0.78200001,0,0,0,0,0,32.200001
sub696,Azercellim,58,F,1,1,Samsung,Proprietary,0,1,0,4G,MINGECEVIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,14.95,14.95,0,0,0,0,1.15,1.15,1.15,3.45,3.45,3.45,1.15,1.15,1.15,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.200001
sub697,Azercellim,35,F,584,1043,Xiaomi,Android OS,1,0,1,4G,BAKI,17.25,17.25,51.75,3187.8,3187.8,15415.75,212.52,212.52,342.57352,0,0,1.15,0,0,158.7,0,0,158.7,4.5999999,4.5999999,23,243.8,243.8,4025,60.950001,60.950001,201.25,102.35,213.89999,472.64999,0,0,0,0,1.15,1.15,8.073,1.15,1.15,8.0500002,1.15,1.15,3.45,0,0,0,648.59998,648.59998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34500003,0,0.34500003,0,4.8299999,0.138,0,0.57499999,0,2.875,151.8,11.5
sub698,Azercellim,30,M,0,0,Xiaomi,Android OS,1,0,1,4G,ABSHERON,1.15,2.3,3.45,2.3,29.9,41.400002,2.3,14.95,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.700001,20.700001,20.700001,0,0,0,0,24.725,24.725,24.725,25.299999,25.299999,25.299999,2.3,2.3,2.3,0,0,0,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.349998
sub699,G6,62,M,3158,792,Samsung,Android OS,1,0,1,3G,BAKI,69,396.75,757.84998,12691.4,43640.199,74986.898,211.51949,126.48849,113.7925,14.95,89.699997,161,1447.85,6896.5498,13023.75,111.37749,88.411995,93.023499,24.15,162.14999,296.70001,2457.55,14882.15,24811.25,117.024,105.547,96.163002,52.900002,167.89999,365.70001,140.967,1204.4985,2629.1646,401.49951,14.697,55.062,110.5495,11.5,57.5,113.85,1.15,5.75,12.65,0,0,0,4350.4502,22315.75,0,0,0,3532.8,0,0,140.3,0,5.75,0,0,10.35,0,0,0,0,0,0,0,0,0,0,0,77.050003,1.15,0.1185297,0.001375294,0,0,0,0,0,0,3.381,1.7939999,19.802999,9.6599998,34.155003,18.146999,0.17250001,0.34500003,0.4025,0.57499999,0,1.15
sub700,Azercellim,52,U,3513,1080,Xiaomi,Android OS,1,0,1,4G,BAKI,274.85001,695.75,1710.05,15240.95,51076.102,146209.84,63.767502,84.421501,98.324997,65.550003,219.64999,462.29999,2618.55,14276.1,33565.051,45.942501,74.738495,83.489998,52.900002,106.95,266.79999,2757.7,5860.3999,14572.8,59.949501,63.02,62.813,56.349998,205.85001,476.10001,431.56049,468.11899,537.13049,156.03966,13.776999,30.509501,66.044502,12.65,28.75,63.25,3.45,9.1999998,16.1,0,0,0,5376.25,20136.5,0,1177.6,0,0,0,0,0,31.049999,0,0,0,0,0,32.200001,1.15,0,0,67.849998,0,18.4,0,0,4.5999999,17.25,19.549999,0,0,0,5.75,0,5.75,6.9000001,8.0500002,4.7609997,3.2659998,9.6599998,13.892,24.081001,31.969999,0,0.057500001,0,0.23,0,0
sub701,G6,22,M,3286,1114,Apple,iOS,0,0,1,4G,BAKI,102.35,565.79999,1153.45,5378.5498,22602.1,50853,60.432499,45.942501,50.703499,20.700001,169.05,318.54999,639.40002,5071.5,11569,35.523499,34.5,41.767998,8.0500002,47.150002,96.599998,154.10001,2229.8501,4962.25,22.011,54.383499,59.0755,66.699997,221.95,446.20001,3796.4604,12451.326,26396.732,4150.4419,10.660501,32.775002,74.0485,5.1059999,19.3085,57.27,1.15,5.75,19.549999,0,0,0,793.5,7301.3501,0,0,0,3532.8,0,0,3639.75,0,264.5,0,0,1361.6,877.45001,488.75,0,0,6.9000001,342.70001,2.3,31.049999,0,0,0,20.700001,876.29999,18.43018,227.00002,0.16563515,0,0,0,1.15,2.3,0.48299998,0.34500003,3.7949998,1.311,8.2109995,3.5189998,0,0,0.115,0,0,0
sub702,Azercellim,38,M,13,0,Apple,iOS,0,0,1,4G,SUMQAYIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.799999,36.799999,36.799999,8.717,8.717,8.717,2.9056666,24.725,24.725,24.725,25.299999,25.299999,25.299999,3.45,3.45,3.45,0,0,0,0,0,0,0,0,862.5,0,0,4.5999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68E-09,9.68E-09,0,0,0,0,0,0,0,0,0,0,0,0,32.200001
sub703,Azercellim,45,F,124,113,Nokia,Proprietary,1,1,0,4G,ABSHERON,0,1.15,39.099998,0,2.3,2002.15,0,2.3,58.891499,0,1.15,29.9,0,2.3,1776.75,0,2.3,68.333,0,0,9.1999998,0,0,225.39999,0,0,28.174999,34.5,88.550003,170.2,0,0,0,0,2.875,8.6709995,41.354,3.45,10.35,46,1.15,3.45,6.9000001,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.62100005,1.058,0,0,0,0,0,28.75
sub704,G6,33,M,1095,377,Huawei,Android OS,1,0,1,4G,CELILABAD,92,588.79999,1520.3,10502.95,161209.3,463233.81,131.284,314.85852,350.40503,0,32.200001,63.25,0,1748,2827.8501,0,62.433502,51.4165,0,0,0,0,0,0,0,0,0,29.9,89.699997,274.85001,0,1175.1964,8792.2676,391.73215,0,3.7260001,15.363999,0,4.5999999,18.4,0,3.45,12.65,0,0,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,136.85001,944.15002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.725,10.35,0,0,0,1.886,0,3.197,0,0,0.057500001,0,90.849998,2.3
sub705,Azercellim,28,F,38,17,Samsung,Android OS,1,0,1,4G,BAKI,258.75,389.85001,389.85001,46167.898,74070.352,74070.352,205.19449,218.5,218.5,44.849998,98.900002,98.900002,11939.3,25824.4,25824.4,306.14148,300.28799,300.28799,6.9000001,16.1,16.1,1183.35,4154.9502,4154.9502,197.22501,296.78052,296.78052,265.64999,418.60001,418.60001,1938.325,2554.2305,2554.2305,851.41022,31.809,54.314499,54.314499,28.75,46,46,23,34.5,34.5,0,0,0,13122.65,29979.35,0,897,0,0,0,0,0,903.90002,48.299999,1033.85,0,126.5,1033.85,8.0500002,0,4.5999999,0,0,0,232.3,0,0,17.25,104.65,72.449997,0.23743558,0,0,14.95,0,18.4,27.6,27.6,1.449,8.8319998,2.875,18.722,2.875,18.722,0,0.74749994,0,0.74749994,0,8.0500002
sub706,G6,48,F,3547,15,Samsung,Android OS,1,0,1,3G,ABSHERON,18.4,106.95,256.45001,1607.7,7783.2002,28208.35,100.487,83.685493,126.5,1.15,5.75,19.549999,71.300003,238.05,1826.2,71.300003,47.610001,107.4215,3.45,3.45,3.45,433.54999,433.54999,433.54999,144.52049,144.52049,144.52049,56.349998,158.7,315.10001,0,575.02301,2294.5835,191.67435,0.80500001,4.5999999,17.296,0,4.5999999,18.4,0,2.3,8.0500002,0,0,0,504.85001,671.59998,0,0,0,0,0,0,0,0,0,0,0,28.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,13.8,0.736,0.068999998,0.736,0.414,0.736,2.4840002,0,0,0.057500001,0,33.349998,20.700001
sub707,Azercellim,38,F,49,0,Irbis Hong Kong Limited,Proprietary,1,1,0,4G,LENKERAN,2.3,2.3,2.3,208.14999,208.14999,208.14999,104.075,104.075,104.075,1.15,1.15,1.15,106.95,106.95,106.95,106.95,106.95,106.95,0,0,0,0,0,0,0,0,0,42.549999,110.4,110.4,0,0,0,0,0.092,1.2420001,1.2420001,3.45,5.75,5.75,1.15,2.3,2.3,0,0,0,106.95,106.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.092,0,0.092,0,0,0,0,21.85,17.25
sub708,Azercellim,72,F,400,155,ZTE,Proprietary,1,1,0,4G,BAKI,0,1.15,1.15,0,36.799999,36.799999,0,36.799999,36.799999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,94.300003,193.2,0,0,0,0,2.875,8.625,17.25,0,12.65,29.9,0,2.3,6.9000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.400002,32.200001
